Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Correct
-0.4232788,0.677305,-2.591896,-0.6496617,0.8158587,-2.574512,-0.8035842,0.9910513,-2.442513,0
-0.4226463,0.6792684,-2.591537,-0.6428468,0.8268557,-2.569669,-0.7860858,1.010582,-2.437247,0
-0.4202952,0.6814563,-2.586552,-0.6347587,0.8366033,-2.560412,-0.7675216,1.027821,-2.427679,0
-0.4215772,0.6823179,-2.577918,-0.6293123,0.8452021,-2.545309,-0.7466826,1.045594,-2.41161,0
-0.4180024,0.6857746,-2.579938,-0.6196122,0.8553343,-2.543175,-0.7259578,1.06263,-2.410783,0
-0.4176488,0.6903912,-2.58131,-0.6130213,0.8658295,-2.53889,-0.7075864,1.078884,-2.406703,0
-0.4169914,0.6917398,-2.584516,-0.6056575,0.8735393,-2.538662,-0.6928624,1.091081,-2.408742,0
-0.4159474,0.6930107,-2.581527,-0.5991278,0.8785177,-2.528796,-0.6736214,1.100603,-2.398652,0
-0.4147786,0.6911507,-2.57806,-0.5902104,0.882131,-2.51891,-0.6489406,1.109458,-2.389752,0
-0.4144088,0.6951485,-2.583926,-0.5828,0.8894448,-2.515795,-0.624568,1.120314,-2.386323,0
-0.4114006,0.6977374,-2.588476,-0.5735291,0.8951904,-2.514481,-0.6040422,1.128807,-2.386807,0
-0.4112524,0.6999162,-2.588879,-0.5658651,0.9002348,-2.506929,-0.5814672,1.135521,-2.37963,0
-0.4151838,0.7021684,-2.593582,-0.5635563,0.9031191,-2.502188,-0.5664408,1.138981,-2.375029,0
-0.4162556,0.7003762,-2.591108,-0.5553704,0.9037295,-2.490893,-0.5412466,1.140696,-2.366571,0
-0.4172145,0.6997809,-2.586016,-0.5456492,0.906472,-2.47863,-0.514029,1.143598,-2.357882,0
-0.4160883,0.7009807,-2.587683,-0.5361604,0.9096671,-2.474629,-0.4926331,1.146353,-2.356758,0
-0.4145799,0.7023611,-2.578578,-0.5249356,0.9131842,-2.459734,-0.4688691,1.148906,-2.345278,0
-0.4146918,0.7014769,-2.585892,-0.5169065,0.9142655,-2.463329,-0.4531853,1.149688,-2.352314,0
-0.4139483,0.698381,-2.576062,-0.5067544,0.9120617,-2.447702,-0.4302755,1.145062,-2.339674,0
-0.4168714,0.696802,-2.57014,-0.5017329,0.9103791,-2.43623,-0.4138205,1.140525,-2.330814,0
-0.4155542,0.6972522,-2.572739,-0.4957763,0.909913,-2.434578,-0.3997226,1.137713,-2.33119,0
-0.4159911,0.6970224,-2.573829,-0.4932451,0.9098833,-2.434292,-0.3927386,1.136583,-2.332735,0
-0.4147654,0.7003482,-2.57583,-0.4912687,0.9127969,-2.435255,-0.3886768,1.138811,-2.334257,0
-0.4134494,0.7021278,-2.577728,-0.4889933,0.9133051,-2.434739,-0.3838134,1.138129,-2.333747,0
-0.4150295,0.7022653,-2.577295,-0.4898687,0.9123538,-2.432345,-0.3832668,1.136617,-2.331597,0
-0.4168516,0.7006388,-2.579613,-0.4907835,0.911316,-2.435052,-0.3835443,1.135927,-2.335764,0
-0.4172656,0.6987689,-2.579797,-0.4901583,0.9096989,-2.435077,-0.3819926,1.134135,-2.336402,0
-0.416886,0.7000467,-2.579242,-0.4908623,0.9094186,-2.43282,-0.383,1.133585,-2.333203,0
-0.4169469,0.7013296,-2.577385,-0.4915785,0.90935,-2.429378,-0.3832315,1.133168,-2.329504,0
-0.4172187,0.7003669,-2.583271,-0.4918184,0.9079141,-2.434585,-0.3836291,1.131759,-2.334601,0
-0.4184344,0.7005219,-2.58464,-0.4945021,0.9071676,-2.435442,-0.3874722,1.131553,-2.335422,0
-0.4137145,0.7005264,-2.586092,-0.4924956,0.9067632,-2.437739,-0.3876103,1.132088,-2.337559,0
-0.4156996,0.7002409,-2.586366,-0.4986564,0.9074435,-2.441682,-0.4016107,1.135733,-2.34032,0
-0.414072,0.7010902,-2.590332,-0.5038413,0.9090708,-2.450926,-0.4183238,1.140956,-2.347368,0
-0.4116443,0.7014266,-2.59507,-0.5069764,0.9092934,-2.459233,-0.4296195,1.142873,-2.353098,0
-0.4078691,0.7005017,-2.592688,-0.5112328,0.9057627,-2.458776,-0.4399557,1.140086,-2.350055,0
-0.4078847,0.6990005,-2.595243,-0.5192149,0.90314,-2.466088,-0.4576809,1.138888,-2.354531,0
-0.4054217,0.6986095,-2.595955,-0.5244107,0.900487,-2.470115,-0.4703497,1.136829,-2.355974,0
-0.4047963,0.6974192,-2.599103,-0.5293269,0.8985322,-2.477471,-0.4820624,1.135953,-2.362554,0
-0.3995256,0.6968578,-2.599479,-0.5333921,0.8960316,-2.48477,-0.5009254,1.134931,-2.367803,0
-0.3982189,0.6970024,-2.597479,-0.5393144,0.8939363,-2.487672,-0.5195727,1.133178,-2.368584,0
-0.394836,0.6946626,-2.601454,-0.5421954,0.8899711,-2.497107,-0.5332373,1.12946,-2.377219,0
-0.3992805,0.6925087,-2.596655,-0.5554974,0.8854267,-2.501117,-0.5632991,1.12475,-2.380819,0
-0.389748,0.6918666,-2.601468,-0.5540876,0.8811952,-2.51261,-0.5755799,1.119274,-2.391511,0
-0.3906084,0.6879292,-2.601452,-0.5603076,0.874179,-2.516236,-0.588693,1.11056,-2.393246,0
-0.3904489,0.683919,-2.604744,-0.5661123,0.8675379,-2.526163,-0.6033221,1.102244,-2.402322,0
-0.3897592,0.6807325,-2.610145,-0.5724187,0.8601818,-2.53816,-0.6233238,1.092148,-2.414029,0
-0.3891413,0.678517,-2.610621,-0.5784558,0.8524171,-2.542304,-0.6391399,1.080425,-2.415268,0
-0.3896509,0.6766595,-2.614659,-0.585535,0.8448791,-2.550783,-0.6562248,1.068487,-2.421126,0
-0.3865763,0.6753126,-2.618391,-0.5904639,0.836503,-2.561857,-0.6758287,1.054247,-2.431057,0
-0.3835495,0.6730833,-2.620829,-0.5936215,0.8281524,-2.570115,-0.6900611,1.040548,-2.438222,0
-0.381777,0.6704335,-2.621934,-0.597245,0.8189655,-2.574392,-0.7004783,1.025937,-2.439062,0
-0.3802486,0.6678908,-2.625098,-0.6021786,0.8082924,-2.582874,-0.7143644,1.01038,-2.447289,0
-0.3768117,0.6646837,-2.629788,-0.6051205,0.7964123,-2.594135,-0.7293279,0.9916015,-2.458924,0
-0.3768117,0.6646837,-2.629788,-0.6051205,0.7964123,-2.594135,-0.7293279,0.9916015,-2.458924,0
-0.3784052,0.6638505,-2.633803,-0.6108985,0.7894688,-2.603547,-0.7440757,0.9788305,-2.468587,0
-0.3757299,0.6600401,-2.631998,-0.6121495,0.7787902,-2.604563,-0.7519614,0.9622942,-2.468228,0
-0.3768417,0.6599207,-2.639602,-0.6190788,0.7678504,-2.619088,-0.7682234,0.9445682,-2.483681,0
-0.372546,0.6571965,-2.634534,-0.6196504,0.7543291,-2.618624,-0.7774163,0.9232559,-2.483044,0
-0.3734839,0.6569175,-2.63776,-0.6237494,0.7463512,-2.62693,-0.7894412,0.9072719,-2.491066,0
-0.3678297,0.6548672,-2.63478,-0.6214293,0.734727,-2.627154,-0.7942052,0.8856375,-2.488652,0
-0.3689271,0.6515408,-2.634055,-0.6252629,0.7222951,-2.6282,-0.7999715,0.868423,-2.48702,0
-0.3703517,0.6489769,-2.632006,-0.6295006,0.7088863,-2.630892,-0.8096718,0.8483269,-2.489815,0
-0.3685989,0.646153,-2.621178,-0.6296216,0.6971434,-2.625127,-0.818683,0.8258299,-2.485471,0
-0.3687788,0.6419917,-2.614329,-0.63187,0.6807884,-2.619458,-0.8256966,0.7987518,-2.476895,0
-0.3705499,0.6413375,-2.617932,-0.6349398,0.6692671,-2.626084,-0.8333528,0.7787469,-2.483064,0
-0.3775765,0.6389449,-2.620257,-0.6424865,0.6580492,-2.634618,-0.8480384,0.7555661,-2.49303,0
-0.3770005,0.635776,-2.613361,-0.6423804,0.6435326,-2.629544,-0.8507862,0.7332526,-2.486976,0
-0.3820924,0.6310518,-2.618937,-0.6472352,0.6283712,-2.639928,-0.8602142,0.7094598,-2.498956,0
-0.3848454,0.6280736,-2.613447,-0.6494225,0.6165127,-2.638222,-0.8674404,0.6845244,-2.49804,0
-0.3893528,0.6256122,-2.616999,-0.6530842,0.6030126,-2.643143,-0.872984,0.6621307,-2.501872,0
-0.3922176,0.6217371,-2.614592,-0.6542301,0.5875032,-2.645022,-0.8780761,0.6338998,-2.505206,0
-0.3972583,0.6190346,-2.619564,-0.6576372,0.5766566,-2.653556,-0.8851967,0.6103116,-2.516107,0
-0.4008522,0.615434,-2.60974,-0.6591095,0.5627628,-2.645481,-0.8892186,0.5803515,-2.509287,0
-0.4010805,0.6110702,-2.596053,-0.6562144,0.5455977,-2.633047,-0.8868657,0.5459809,-2.496636,0
-0.4040469,0.6077238,-2.595256,-0.6555708,0.5307755,-2.634793,-0.8867559,0.5169367,-2.499996,0
-0.4095116,0.606341,-2.5924,-0.6565732,0.5177594,-2.635556,-0.887518,0.4871318,-2.503137,0
-0.4108337,0.6051569,-2.584128,-0.6546203,0.5094473,-2.630563,-0.886214,0.4630611,-2.503989,0
-0.4143735,0.6002406,-2.582965,-0.6541022,0.4945826,-2.628954,-0.8829139,0.4346883,-2.502993,0
-0.4153606,0.595561,-2.577165,-0.6499861,0.4808891,-2.627659,-0.8759634,0.4017144,-2.507352,0
-0.4162844,0.5946472,-2.562865,-0.6447557,0.4674568,-2.611567,-0.8621699,0.3699794,-2.48894,0
-0.4182863,0.5922474,-2.552746,-0.6405206,0.4548281,-2.602509,-0.8498691,0.3392871,-2.481547,0
-0.4211135,0.5925643,-2.559305,-0.6362367,0.44565,-2.613033,-0.8381938,0.3135108,-2.496582,0
-0.4220117,0.5910659,-2.545057,-0.630096,0.434238,-2.598484,-0.8227618,0.2893588,-2.481445,0
-0.4239509,0.5906723,-2.566303,-0.6263117,0.4273186,-2.622108,-0.810021,0.2701649,-2.506514,0
-0.4230565,0.5932373,-2.552381,-0.6162753,0.4205503,-2.612332,-0.7838292,0.2446956,-2.499155,0
-0.4224628,0.5931355,-2.550962,-0.6084521,0.4140411,-2.614851,-0.7655953,0.227293,-2.504218,0
-0.4219946,0.5909795,-2.559811,-0.6022227,0.407385,-2.627335,-0.7484661,0.2087991,-2.522527,0
-0.4159072,0.5921814,-2.528996,-0.5860714,0.4007371,-2.600701,-0.7191842,0.1910183,-2.500166,0
-0.415776,0.5897394,-2.541811,-0.5802692,0.3947298,-2.617056,-0.7052921,0.1780174,-2.52107,0
-0.4156023,0.5874614,-2.537812,-0.5744858,0.3884197,-2.614539,-0.6909063,0.1661106,-2.520554,0
-0.4140798,0.5888336,-2.532981,-0.5652565,0.3841193,-2.610352,-0.6693794,0.1553626,-2.517416,0
-0.413723,0.5868685,-2.536458,-0.5598323,0.3791152,-2.615446,-0.6546784,0.1452845,-2.525249,0
-0.4105576,0.587261,-2.531688,-0.5497294,0.3755867,-2.612767,-0.6356202,0.1376108,-2.524457,0
-0.4065915,0.5849476,-2.524299,-0.5425057,0.3718612,-2.607184,-0.6236655,0.1312596,-2.521555,0
-0.4046537,0.583858,-2.529954,-0.5363395,0.3687638,-2.614463,-0.6117405,0.1257799,-2.53031,0
-0.4001969,0.5827223,-2.534168,-0.5301145,0.3652279,-2.6152,-0.5994093,0.1213334,-2.52847,0
-0.3974333,0.5830831,-2.524984,-0.5251235,0.3641461,-2.605671,-0.5902417,0.1190795,-2.519009,0
-0.3928386,0.5805921,-2.518877,-0.5202378,0.3611594,-2.598672,-0.5844945,0.1159284,-2.511832,0
-0.3884963,0.5765952,-2.511841,-0.5144333,0.3571686,-2.59394,-0.5787949,0.1114334,-2.508617,0
-0.3844473,0.5765241,-2.504672,-0.5096586,0.3562408,-2.585578,-0.5732645,0.1109004,-2.498569,0
-0.3762505,0.5800962,-2.501481,-0.5034034,0.3602749,-2.580597,-0.5682675,0.1149232,-2.494553,0
-0.3718514,0.5815892,-2.499681,-0.4998986,0.362121,-2.578333,-0.5654407,0.1165786,-2.493353,0
-0.3651433,0.5820475,-2.492896,-0.4954471,0.3638774,-2.571454,-0.5629166,0.1184694,-2.487602,0
-0.3626637,0.5828006,-2.482133,-0.4935433,0.3649907,-2.560733,-0.5632768,0.1202699,-2.476725,0
-0.3598785,0.5833958,-2.48664,-0.4939935,0.3682971,-2.567227,-0.5720463,0.1253691,-2.485361,0
-0.3596137,0.5820425,-2.490394,-0.4972729,0.3696276,-2.572115,-0.585191,0.1301723,-2.490018,0
-0.3580512,0.5835354,-2.495459,-0.5000719,0.3739499,-2.577022,-0.5979981,0.1391526,-2.492826,0
-0.3547545,0.5878234,-2.49946,-0.5030121,0.3824561,-2.580654,-0.6121176,0.1535133,-2.494112,0
-0.3541584,0.5912008,-2.51492,-0.5102301,0.3915343,-2.595688,-0.6353879,0.1710621,-2.508879,0
-0.3552178,0.5937216,-2.514928,-0.5207397,0.4013624,-2.594609,-0.6589139,0.1892311,-2.506765,0
-0.3578691,0.5958083,-2.518704,-0.5320328,0.4100804,-2.59565,-0.6817711,0.207681,-2.503883,0
-0.3593185,0.5962429,-2.525314,-0.5419652,0.4171014,-2.598095,-0.7033106,0.2274978,-2.498967,0
-0.361487,0.5974534,-2.524737,-0.5537592,0.4261884,-2.591432,-0.7279018,0.2532661,-2.483819,0
-0.3634922,0.5976847,-2.530889,-0.5656055,0.4366058,-2.593756,-0.7530016,0.2798004,-2.483743,0
-0.3633798,0.5959443,-2.540818,-0.5750976,0.4474899,-2.603151,-0.7756292,0.3060941,-2.495435,0
-0.363008,0.5961016,-2.554108,-0.5816126,0.4588753,-2.618368,-0.7927402,0.3316869,-2.513218,0
-0.3600978,0.6016502,-2.542477,-0.58495,0.4747844,-2.60647,-0.8048189,0.362855,-2.501886,0
-0.3609052,0.6059497,-2.546417,-0.592091,0.4902898,-2.609063,-0.8197204,0.3960467,-2.503653,0
-0.3608896,0.6081827,-2.577385,-0.6008403,0.5100534,-2.636907,-0.8346136,0.4338656,-2.530353,0
-0.358395,0.6114678,-2.579131,-0.6039716,0.5270875,-2.636755,-0.8426814,0.4684944,-2.530018,0
-0.3584242,0.613839,-2.5827,-0.6081715,0.5414405,-2.638676,-0.8500738,0.4978184,-2.531958,0
-0.3563006,0.6187705,-2.579261,-0.6099311,0.5593815,-2.633047,-0.8533618,0.5288163,-2.525272,0
-0.3566246,0.6232703,-2.587454,-0.6134924,0.5770901,-2.638784,-0.8579178,0.5630009,-2.529853,0
-0.3550873,0.6251323,-2.588825,-0.6142311,0.5896468,-2.637135,-0.8579808,0.5927136,-2.525847,0
-0.3520415,0.6298522,-2.59594,-0.6130807,0.6084958,-2.642319,-0.8562003,0.6251746,-2.530861,0
-0.3511432,0.6331307,-2.594322,-0.6132905,0.623649,-2.638338,-0.8544347,0.6540833,-2.525504,0
-0.3478864,0.6351605,-2.585763,-0.6106701,0.6351519,-2.626912,-0.8492395,0.6772605,-2.51237,0
-0.3470975,0.6385602,-2.592268,-0.6096365,0.6511499,-2.633051,-0.846966,0.7029019,-2.519893,0
-0.3458227,0.6414686,-2.586548,-0.6078368,0.66517,-2.625731,-0.8422986,0.728584,-2.512529,0
-0.3423585,0.6445889,-2.588919,-0.6040906,0.6768298,-2.623638,-0.8325727,0.7566609,-2.508611,0
-0.3363749,0.6471856,-2.582456,-0.5969552,0.6904931,-2.613615,-0.8199744,0.7839137,-2.498102,0
-0.3357924,0.6497271,-2.582875,-0.5950445,0.7028593,-2.609592,-0.8120975,0.8069417,-2.491851,0
-0.3349557,0.651325,-2.578897,-0.5930613,0.7114652,-2.60155,-0.8047128,0.8238896,-2.481663,0
-0.3353827,0.6530614,-2.578358,-0.5919778,0.7208523,-2.596018,-0.7963855,0.8429804,-2.473093,0
-0.3360348,0.6561912,-2.572569,-0.5900361,0.7339437,-2.586223,-0.7891716,0.862653,-2.461374,0
-0.3361349,0.6609796,-2.573375,-0.5877723,0.7466733,-2.582522,-0.7812632,0.8823779,-2.456214,0
-0.3348192,0.6644849,-2.569914,-0.5844923,0.7561069,-2.574074,-0.7713091,0.8991265,-2.445804,0
-0.3323522,0.6660937,-2.570882,-0.5789201,0.7658378,-2.568906,-0.7562096,0.9183223,-2.438042,0
-0.3355724,0.6703464,-2.577361,-0.5786985,0.7780201,-2.570685,-0.7478837,0.9380661,-2.438133,0
-0.333364,0.6735494,-2.574444,-0.5726911,0.7891537,-2.564114,-0.734547,0.9564415,-2.431353,0
-0.3329629,0.6745617,-2.569429,-0.5677494,0.7986525,-2.554421,-0.7194504,0.9745194,-2.420758,0
-0.3334781,0.6753288,-2.569495,-0.5643788,0.8059071,-2.549933,-0.7064607,0.9891146,-2.415561,0
-0.333876,0.6766505,-2.564661,-0.5594558,0.8152518,-2.539127,-0.6886628,1.007433,-2.404293,0
-0.3318847,0.6796755,-2.553766,-0.5530633,0.8239008,-2.52171,-0.6685404,1.0237,-2.385498,0
-0.3320782,0.6793338,-2.561669,-0.5467288,0.8320005,-2.524703,-0.6519669,1.037431,-2.388572,0
-0.3360664,0.6832942,-2.555341,-0.5448786,0.8422891,-2.512137,-0.6367858,1.053171,-2.374695,0
-0.3344007,0.6857771,-2.565437,-0.5370014,0.8515087,-2.518167,-0.6210266,1.066723,-2.382405,0
-0.3293258,0.6917022,-2.562233,-0.5281389,0.8605942,-2.510296,-0.6054912,1.078331,-2.374592,0
-0.3312621,0.6929251,-2.556362,-0.5232283,0.8670365,-2.496506,-0.583818,1.090436,-2.361488,0
-0.3309332,0.6935411,-2.55484,-0.5169813,0.8709927,-2.486681,-0.5618532,1.09812,-2.351745,0
-0.3357673,0.6936003,-2.550297,-0.5138589,0.8747257,-2.471396,-0.5371831,1.105256,-2.336785,0
-0.3332908,0.6952323,-2.558021,-0.5063295,0.877998,-2.471982,-0.5173194,1.11035,-2.338941,0
-0.3388472,0.6940935,-2.555353,-0.50172,0.8810202,-2.459023,-0.492086,1.114338,-2.327576,0
-0.339721,0.6952445,-2.552382,-0.4957547,0.8838716,-2.448354,-0.4703712,1.117034,-2.318743,0
-0.3398667,0.6933031,-2.54665,-0.4871851,0.8825213,-2.431575,-0.4387606,1.114005,-2.305564,0
-0.3420899,0.6920563,-2.550969,-0.4822094,0.8829905,-2.429894,-0.4198692,1.113508,-2.308306,0
-0.3388655,0.6921714,-2.554606,-0.473042,0.8845503,-2.429165,-0.4017212,1.114074,-2.310673,0
-0.3335099,0.6937197,-2.555891,-0.4632615,0.8865836,-2.426598,-0.3837945,1.115009,-2.311207,0
-0.3331919,0.6954823,-2.555489,-0.4578405,0.8887669,-2.421876,-0.3706408,1.115421,-2.308596,0
-0.3360238,0.694899,-2.55428,-0.4554367,0.8888638,-2.416924,-0.3601429,1.113678,-2.306533,0
-0.3351594,0.694371,-2.558886,-0.4525629,0.8885519,-2.42011,-0.3525435,1.111872,-2.310875,0
-0.3365813,0.6944309,-2.560819,-0.4526446,0.888675,-2.421008,-0.3494155,1.110885,-2.312496,0
-0.3359032,0.6936011,-2.562351,-0.4501399,0.8881426,-2.421453,-0.3437728,1.109635,-2.314517,0
-0.3350547,0.6926749,-2.568889,-0.4475957,0.8881307,-2.427892,-0.3390613,1.109032,-2.321915,0
-0.3334972,0.6945242,-2.567009,-0.445659,0.8894692,-2.425006,-0.3347354,1.109272,-2.31922,0
-0.3343534,0.6930254,-2.572455,-0.4448398,0.8890551,-2.430633,-0.3319029,1.108522,-2.326287,0
-0.337501,0.6936234,-2.566439,-0.4477954,0.8888555,-2.423373,-0.3339342,1.107721,-2.318769,0
-0.336823,0.6931701,-2.570854,-0.4465402,0.8882065,-2.427079,-0.3317602,1.106703,-2.32271,0
-0.3359497,0.6929686,-2.56753,-0.4468012,0.8868812,-2.423106,-0.3310113,1.104733,-2.318503,0
-0.339735,0.6924223,-2.562295,-0.4520327,0.8851455,-2.417397,-0.3350106,1.102121,-2.312346,0
-0.3352183,0.6911064,-2.571081,-0.4489419,0.8839496,-2.42746,-0.3326545,1.101493,-2.322768,0
-0.3381234,0.6906804,-2.567555,-0.4543266,0.8834042,-2.425771,-0.3437,1.103255,-2.319772,0
-0.3406048,0.6919292,-2.566139,-0.461843,0.8833883,-2.426879,-0.3594017,1.105426,-2.317274,0
-0.3401891,0.6908508,-2.559229,-0.4672232,0.8804327,-2.422592,-0.3718253,1.104381,-2.310545,0
-0.3407288,0.6888757,-2.565274,-0.4697157,0.8780121,-2.429854,-0.3779076,1.103005,-2.316903,0
-0.3392789,0.6917607,-2.565042,-0.4749427,0.8763635,-2.429892,-0.3903472,1.10204,-2.312751,0
-0.3420482,0.6933917,-2.572116,-0.4837726,0.877752,-2.442988,-0.4123914,1.106534,-2.323106,0
-0.3399182,0.6910985,-2.574972,-0.4889205,0.8735447,-2.45144,-0.4308839,1.104815,-2.329153,0
-0.3427821,0.6906646,-2.580422,-0.4990073,0.8717321,-2.463989,-0.4577426,1.105237,-2.339166,0
-0.3410474,0.6889039,-2.582283,-0.5038545,0.8674971,-2.471166,-0.4714086,1.100984,-2.343732,0
-0.3413596,0.6877293,-2.578426,-0.5126341,0.8618431,-2.473079,-0.4905525,1.095081,-2.342999,0
-0.3412783,0.6865543,-2.577667,-0.5193705,0.8568999,-2.477597,-0.5093868,1.089596,-2.345079,0
-0.3425449,0.6850649,-2.575286,-0.5273162,0.8519247,-2.48166,-0.5318419,1.083966,-2.347701,0
-0.3433677,0.6819202,-2.583141,-0.5360966,0.8436868,-2.496911,-0.5567327,1.074968,-2.363153,0
-0.3434367,0.6801514,-2.584428,-0.5425311,0.8366849,-2.503144,-0.5744513,1.06627,-2.368682,0
-0.34352,0.677443,-2.579993,-0.5489832,0.8273292,-2.502099,-0.5890127,1.053986,-2.364867,0
-0.344563,0.675191,-2.581019,-0.5559435,0.8182428,-2.506166,-0.6038147,1.04083,-2.364845,0
-0.3448771,0.6734481,-2.586015,-0.5628805,0.8088519,-2.516094,-0.6226802,1.027297,-2.372867,0
-0.3439682,0.67111,-2.5857,-0.5689658,0.7985849,-2.523453,-0.6441165,1.012427,-2.380512,0
-0.3441132,0.6701732,-2.591062,-0.5745615,0.7899761,-2.533709,-0.6627537,0.9978089,-2.389362,0
-0.3491811,0.6668748,-2.591206,-0.5845028,0.7801987,-2.540908,-0.6856931,0.9822116,-2.396826,0
-0.3476601,0.6640655,-2.593923,-0.5886739,0.767626,-2.549923,-0.7031187,0.9626136,-2.406081,0
-0.3488042,0.6616468,-2.582268,-0.5947363,0.7551095,-2.543144,-0.7193782,0.9429055,-2.398212,0
-0.3504316,0.6594491,-2.590272,-0.5990983,0.7476882,-2.556697,-0.7329814,0.9295089,-2.412389,0
-0.3470898,0.6575953,-2.587406,-0.5990266,0.738257,-2.559655,-0.7445853,0.9103593,-2.414736,0
-0.3489659,0.6553491,-2.593471,-0.6033405,0.729974,-2.571718,-0.7578126,0.8952057,-2.428034,0
-0.3465795,0.6536916,-2.575078,-0.6047261,0.715349,-2.557551,-0.7675211,0.8703205,-2.41164,0
-0.3507733,0.6508433,-2.587564,-0.6109362,0.7050959,-2.57659,-0.7837709,0.8497162,-2.431602,0
-0.3519554,0.6486288,-2.583662,-0.61402,0.693955,-2.57964,-0.7974307,0.8278803,-2.437398,0
-0.3525732,0.6461375,-2.588075,-0.6162115,0.6813981,-2.588136,-0.8077397,0.8043396,-2.446677,0
-0.3571616,0.6421308,-2.584932,-0.6218646,0.6678562,-2.589294,-0.818627,0.7826478,-2.448171,0
-0.3580895,0.6412975,-2.581186,-0.6234389,0.6576176,-2.589662,-0.8276855,0.7575542,-2.447872,0
-0.3586198,0.640714,-2.559682,-0.6242813,0.6471481,-2.571133,-0.8339664,0.7342724,-2.428831,0
-0.3629916,0.6371156,-2.570375,-0.6285421,0.6338539,-2.585235,-0.8419368,0.7133129,-2.443965,0
-0.3682059,0.6335185,-2.591595,-0.6333525,0.6250064,-2.610916,-0.852012,0.6929862,-2.471722,0
-0.3669885,0.6328277,-2.573948,-0.6313983,0.6141476,-2.596015,-0.854466,0.6672838,-2.457359,0
-0.367105,0.6292329,-2.556409,-0.6297523,0.5960553,-2.582179,-0.8562615,0.6361374,-2.444719,0
-0.3685948,0.6256138,-2.550937,-0.6294458,0.5825239,-2.580066,-0.8581023,0.6123605,-2.443559,0
-0.3699626,0.6237771,-2.548927,-0.6286258,0.5715614,-2.582324,-0.8608133,0.5843095,-2.449152,0
-0.3705966,0.6225489,-2.546606,-0.626312,0.5604199,-2.585312,-0.8619286,0.5570778,-2.457712,0
-0.3734124,0.6192905,-2.541383,-0.6251206,0.5438907,-2.582691,-0.8606552,0.5270012,-2.456016,0
-0.3751287,0.6161634,-2.553118,-0.6238782,0.5332971,-2.597899,-0.8596357,0.500106,-2.474915,0
-0.3737103,0.6148516,-2.547197,-0.6184044,0.522167,-2.594976,-0.8532565,0.4749984,-2.47486,0
-0.37414,0.6110585,-2.530837,-0.6130962,0.5053791,-2.58064,-0.8429967,0.4381534,-2.460495,0
-0.3743948,0.6086944,-2.5267,-0.6074414,0.4920967,-2.580017,-0.8330497,0.4069504,-2.463144,0
-0.3747163,0.6066531,-2.520384,-0.6022089,0.4800802,-2.574927,-0.8215601,0.3793707,-2.458519,0
-0.3749745,0.605011,-2.512242,-0.595939,0.4686107,-2.569845,-0.8076928,0.34836,-2.458004,0
-0.3763773,0.6041393,-2.514088,-0.590179,0.456798,-2.571776,-0.7906434,0.3196839,-2.458542,0
-0.3758443,0.6034796,-2.503563,-0.5820408,0.4464953,-2.563458,-0.7722979,0.2953095,-2.450527,0
-0.3751386,0.6021332,-2.503589,-0.5734797,0.4365708,-2.566822,-0.7520574,0.269876,-2.45668,0
-0.3734647,0.6016274,-2.498775,-0.5627952,0.4266918,-2.56435,-0.7257603,0.243382,-2.456423,0
-0.3733998,0.6034608,-2.49978,-0.5544548,0.4216197,-2.56979,-0.7055894,0.2253646,-2.467562,0
-0.3737068,0.5998052,-2.493008,-0.5469514,0.4110076,-2.564354,-0.6831833,0.2018126,-2.466954,0
-0.3740383,0.6017073,-2.494946,-0.53833,0.4057284,-2.568083,-0.6590028,0.1857589,-2.473957,0
-0.3725674,0.6023288,-2.487189,-0.5309886,0.4016601,-2.56056,-0.6395107,0.1743294,-2.469171,0
-0.3710454,0.5983284,-2.478592,-0.5209964,0.3918272,-2.553562,-0.61431,0.1565073,-2.465668,0
-0.3714589,0.594991,-2.471706,-0.5154265,0.3831342,-2.54339,-0.5955465,0.1433362,-2.454587,0
-0.3716882,0.5929586,-2.466161,-0.5105721,0.3774835,-2.537086,-0.5781951,0.1337932,-2.448483,0
-0.3702632,0.5925341,-2.461215,-0.5048292,0.3746606,-2.533129,-0.5659828,0.1287374,-2.446007,0
-0.3715176,0.5920438,-2.467277,-0.5024266,0.3712621,-2.537039,-0.556065,0.1242075,-2.448184,0
-0.3702071,0.5938016,-2.462225,-0.4963843,0.37084,-2.533751,-0.5406089,0.1213486,-2.446535,0
-0.3716651,0.5934296,-2.462566,-0.4938816,0.3680827,-2.533491,-0.5263314,0.1173217,-2.444754,0
-0.371078,0.5911694,-2.449378,-0.488294,0.3620564,-2.516581,-0.5035909,0.1103842,-2.425832,0
-0.3705649,0.5904949,-2.450602,-0.48836,0.3610133,-2.515494,-0.5005109,0.1092756,-2.424452,0
-0.3699708,0.5863223,-2.432614,-0.4821908,0.3532447,-2.494502,-0.4780163,0.1024842,-2.400109,0
-0.3699708,0.5863223,-2.432614,-0.4821908,0.3532447,-2.494502,-0.4780163,0.1024842,-2.400109,0
-0.3698809,0.5890518,-2.440884,-0.48005,0.3549071,-2.502426,-0.4725672,0.1045165,-2.407259,0
-0.3685113,0.5878959,-2.430115,-0.478219,0.3535819,-2.491838,-0.4679743,0.1033904,-2.396404,0
