Time,Right_Angle,Left_Angle
13.04267001152039,-86.80957,71.57647
13.05934000015259,-87.50296,72.13261
13.07496094703674,-87.53226,71.92883
13.09263205528259,-87.46085,71.531
13.10916304588318,-87.26582,71.33088
13.12589287757874,-87.20389,71.25928
13.14257001876831,-87.27137,71.0587
13.15921807289124,-88.25681,71.40669
13.17578482627869,-89.36507,71.27303
13.19258904457092,-89.49548,71.58849
13.20901703834534,-91.17264,72.28783
13.22473692893982,-91.38268,72.63071
13.24250102043152,-91.88559,72.62193
13.25895380973816,-91.24178,71.74297
13.27575898170471,-91.17771,71.14845
13.2923538684845,-90.69238,69.76064
13.30910086631775,-91.04155,68.8394
13.32452988624573,-91.54625,67.85812
13.34245300292969,-91.5868,67.83662
13.35877895355225,-91.87,67.53511
13.37539505958557,-92.7471,66.67191
13.39105010032654,-93.19838,66.43378
13.40897488594055,-93.13513,65.45837
13.42440700531006,-93.71092,65.62312
13.44209599494934,-94.71832,65.7751
13.45869183540344,-97.0596,67.58842
13.4755871295929,-97.30873,68.72371
13.4910249710083,-95.30183,67.8419
13.50911998748779,-95.15108,68.46209
13.52534103393555,-94.84609,69.14463
13.54220294952393,-96.23975,69.68658
13.55761408805847,-96.23975,69.68658
13.57516098022461,-94.7159,69.86482
13.59073400497437,-93.21468,70.32439
13.60846996307373,-93.44564,70.80444
13.62396311759949,-92.21987,70.27518
13.6418788433075,-92.95316,72.21172
13.65833592414856,-94.79472,72.26293
13.67507290840149,-98.09731,73.44061
13.69070100784302,-100.0571,73.94248
13.70853686332703,-102.6081,74.14401
13.72498798370361,-105.1308,74.22252
13.74183011054993,-106.1439,74.21928
13.75825095176697,-106.9753,73.90146
13.77372598648071,-109.8556,74.32216
13.79154992103577,-115.4133,75.02174
13.80801892280579,-122.4965,75.18681
13.82488083839417,-136.8193,76.45357
13.84030294418335,-154.0564,76.79902
13.8582170009613,-169.6765,77.06471
13.87455701828003,-178.5677,78.31491
13.89134097099304,-191.6696,79.19054
13.90780806541443,-198.9073,80.09646
13.92452192306519,-202.2548,84.34618
13.94014191627502,-204.4917,88.39742
13.95798707008362,-205.8442,95.03769
13.97445702552795,-207.4683,99.25108
13.99105000495911,-207.8721,111.6223
14.00771307945251,-207.4468,121.0701
14.02438497543335,-208.1009,126.1568
14.04115700721741,-209.0473,-212.0192
14.05759501457214,-209.1406,-185.8489
14.07426810264587,-209.8797,-177.0717
14.09143996238708,-210.5247,-165.2774
14.10782098770142,-210.5561,-154.1573
14.12316679954529,-210.4367,-147.1711
14.14094495773315,-210.6019,-142.5758
14.15742802619934,-210.1722,-140.1952
14.17434811592102,-210.3746,-135.0728
14.18980503082275,-210.423,-133.7652
14.20765995979309,-210.3298,-129.7248
14.22301411628723,-209.9967,-133.1396
14.24070906639099,-210.2674,-133.4964
14.25727796554565,-210.1282,-133.7817
14.27287197113037,-209.9601,-133.4859
14.29112505912781,-209.7858,-131.729
14.30752110481262,-209.076,-130.9073
14.32408094406128,-208.723,-130.3854
14.33950901031494,-208.2218,-132.265
14.35740780830383,-210.0026,-126.8198
14.37407898902893,-207.0622,-131.5259
